LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Anne Arundel,03,32,002-004,UNAFFILIATED,166,77,5,11,433
Anne Arundel,03,32,002-005,DEMOCRAT,435,185,13,28,1035
Anne Arundel,03,32,002-005,GREEN,3,0,1,0,5
Anne Arundel,03,32,002-005,LIBERTARIAN,5,1,0,0,10
Anne Arundel,03,32,002-005,OTHER PARTIES,4,0,2,0,9
Anne Arundel,03,32,002-005,REPUBLICAN,295,61,11,3,502
Anne Arundel,03,32,002-005,UNAFFILIATED,173,23,7,8,435
Anne Arundel,03,32,002-006,DEMOCRAT,322,119,26,16,709
Anne Arundel,03,32,002-006,GREEN,1,0,0,0,4
Anne Arundel,03,32,002-006,LIBERTARIAN,2,1,0,0,9
Anne Arundel,03,32,002-006,OTHER PARTIES,3,1,0,0,6
Anne Arundel,03,32,002-006,REPUBLICAN,317,77,11,13,573
Anne Arundel,03,32,002-006,UNAFFILIATED,114,40,4,12,334
Anne Arundel,03,32,002-007,DEMOCRAT,571,263,46,22,1245
Anne Arundel,03,32,002-007,GREEN,1,0,1,0,5
Anne Arundel,03,32,002-007,LIBERTARIAN,4,3,1,1,14
Anne Arundel,03,32,002-007,OTHER PARTIES,1,1,1,0,7
Anne Arundel,03,32,002-007,REPUBLICAN,427,130,25,19,795
Anne Arundel,03,32,002-007,UNAFFILIATED,227,64,11,12,566
Anne Arundel,03,31A,002-008,DEMOCRAT,457,172,39,14,1040
Anne Arundel,03,31A,002-008,GREEN,2,0,0,0,3
Anne Arundel,03,31A,002-008,LIBERTARIAN,9,0,1,0,16
Anne Arundel,03,31A,002-008,OTHER PARTIES,0,0,0,0,2
Anne Arundel,03,31A,002-008,REPUBLICAN,467,138,14,14,903
Anne Arundel,03,31A,002-008,UNAFFILIATED,196,40,13,11,533
Anne Arundel,03,32,002-009,DEMOCRAT,556,225,37,26,1156
Anne Arundel,03,32,002-009,GREEN,0,0,0,0,2
Anne Arundel,03,32,002-009,LIBERTARIAN,8,3,0,1,20
Anne Arundel,03,32,002-009,OTHER PARTIES,3,2,0,0,9
Anne Arundel,03,32,002-009,REPUBLICAN,262,96,21,8,545
Anne Arundel,03,32,002-009,UNAFFILIATED,174,40,11,14,459
Anne Arundel,03,31B,002-010,DEMOCRAT,382,142,31,10,851
Anne Arundel,03,31B,002-010,GREEN,2,3,0,0,6
Anne Arundel,03,31B,002-010,LIBERTARIAN,6,0,0,0,19
Anne Arundel,03,31B,002-010,OTHER PARTIES,2,0,0,1,3
Anne Arundel,03,31B,002-010,REPUBLICAN,392,155,28,7,774
Anne Arundel,03,31B,002-010,UNAFFILIATED,219,35,12,7,483
Anne Arundel,03,32,002-011,DEMOCRAT,250,79,13,22,592
Anne Arundel,03,32,002-011,GREEN,3,0,1,0,7
Anne Arundel,03,32,002-011,LIBERTARIAN,5,3,0,1,12
Anne Arundel,03,32,002-011,OTHER PARTIES,3,0,0,0,5
Anne Arundel,03,32,002-011,REPUBLICAN,252,59,6,10,466
Anne Arundel,03,32,002-011,UNAFFILIATED,117,33,2,9,295
Anne Arundel,03,31A,002-012,DEMOCRAT,224,140,16,86,627
Anne Arundel,03,31A,002-012,GREEN,2,1,0,0,5
Anne Arundel,03,31A,002-012,LIBERTARIAN,5,2,0,0,15
Anne Arundel,03,31A,002-012,OTHER PARTIES,3,0,1,1,10
Anne Arundel,03,31A,002-012,REPUBLICAN,279,135,14,37,566
Anne Arundel,03,31A,002-012,UNAFFILIATED,122,43,8,32,343
Anne Arundel,04,32,002-013,DEMOCRAT,267,109,20,16,560
Anne Arundel,04,32,002-013,GREEN,2,0,1,0,3
Anne Arundel,04,32,002-013,LIBERTARIAN,2,0,0,2,6
Anne Arundel,04,32,002-013,OTHER PARTIES,4,0,0,1,4
Anne Arundel,04,32,002-013,REPUBLICAN,329,99,16,6,581
Anne Arundel,04,32,002-013,UNAFFILIATED,116,21,15,8,279
Anne Arundel,03,32,002-014,DEMOCRAT,819,319,45,69,1998
Anne Arundel,03,32,002-014,GREEN,2,0,2,0,12
Anne Arundel,03,32,002-014,LIBERTARIAN,5,2,0,0,12
Anne Arundel,03,32,002-014,OTHER PARTIES,5,1,0,0,14
Anne Arundel,03,32,002-014,REPUBLICAN,187,68,9,18,447
Anne Arundel,03,32,002-014,UNAFFILIATED,170,54,12,12,508
Anne Arundel,03,32,002-015,DEMOCRAT,522,282,31,14,1213
Anne Arundel,03,32,002-015,GREEN,1,0,0,0,4
Anne Arundel,03,32,002-015,LIBERTARIAN,2,2,1,0,9
Anne Arundel,03,32,002-015,OTHER PARTIES,0,2,1,0,6
Anne Arundel,03,32,002-015,REPUBLICAN,314,90,10,3,577
Anne Arundel,03,32,002-015,UNAFFILIATED,180,55,13,5,476
Anne Arundel,03,32,002-016,DEMOCRAT,211,118,23,2,560
Anne Arundel,03,32,002-016,GREEN,2,0,0,0,2
Anne Arundel,03,32,002-016,LIBERTARIAN,5,1,0,0,12
Anne Arundel,03,32,002-016,OTHER PARTIES,1,0,0,0,4
Anne Arundel,03,32,002-016,REPUBLICAN,275,79,15,5,528
Anne Arundel,03,32,002-016,UNAFFILIATED,90,30,6,0,287
Anne Arundel,03,32,002-017,DEMOCRAT,558,311,56,22,1520
Anne Arundel,03,32,002-017,GREEN,1,0,0,0,3
Anne Arundel,03,32,002-017,LIBERTARIAN,4,1,0,0,13
Anne Arundel,03,32,002-017,OTHER PARTIES,1,1,0,0,6
Anne Arundel,03,32,002-017,REPUBLICAN,209,91,17,2,499
Anne Arundel,03,32,002-017,UNAFFILIATED,165,74,3,9,484
Anne Arundel,04,32,002-018,DEMOCRAT,388,149,24,40,843
Anne Arundel,04,32,002-018,GREEN,2,0,0,0,2
Anne Arundel,04,32,002-018,LIBERTARIAN,6,3,0,1,20
Anne Arundel,04,32,002-018,OTHER PARTIES,2,0,0,1,3
Anne Arundel,04,32,002-018,REPUBLICAN,245,61,11,9,458
Anne Arundel,04,32,002-018,UNAFFILIATED,160,49,11,12,405
Anne Arundel,03,31A,002-019,DEMOCRAT,542,209,34,28,1273
Anne Arundel,03,31A,002-019,GREEN,1,1,0,0,6
Anne Arundel,03,31A,002-019,LIBERTARIAN,8,3,0,0,17
Anne Arundel,03,31A,002-019,OTHER PARTIES,4,0,0,0,8
Anne Arundel,03,31A,002-019,REPUBLICAN,230,79,16,9,509
Anne Arundel,03,31A,002-019,UNAFFILIATED,141,37,15,16,420
Anne Arundel,04,31B,002-020,DEMOCRAT,373,207,21,20,838
Anne Arundel,04,31B,002-020,GREEN,0,1,0,0,6
Anne Arundel,04,31B,002-020,LIBERTARIAN,10,4,0,1,17
Anne Arundel,04,31B,002-020,OTHER PARTIES,1,0,1,1,4
Anne Arundel,04,31B,002-020,REPUBLICAN,375,105,15,9,659
Anne Arundel,04,31B,002-020,UNAFFILIATED,179,56,3,5,417
Anne Arundel,04,33,002-021,DEMOCRAT,411,248,52,7,943
Anne Arundel,04,33,002-021,GREEN,2,0,0,0,4
Anne Arundel,04,33,002-021,LIBERTARIAN,5,2,2,0,15
Anne Arundel,04,33,002-021,OTHER PARTIES,2,1,2,0,7
Anne Arundel,04,33,002-021,REPUBLICAN,732,202,37,8,1274
Anne Arundel,04,33,002-021,UNAFFILIATED,255,90,22,5,611
Anne Arundel,03,31B,002-022,DEMOCRAT,469,155,29,8,1025
Anne Arundel,03,31B,002-022,GREEN,0,2,1,0,6
Anne Arundel,03,31B,002-022,LIBERTARIAN,12,0,1,0,14
Anne Arundel,03,31B,002-022,OTHER PARTIES,2,0,0,0,5
Anne Arundel,03,31B,002-022,REPUBLICAN,501,125,18,4,911
Anne Arundel,03,31B,002-022,UNAFFILIATED,251,40,8,7,567
Anne Arundel,03,33,002-023,DEMOCRAT,457,240,35,16,989
Anne Arundel,03,33,002-023,GREEN,2,0,1,1,3
Anne Arundel,03,33,002-023,LIBERTARIAN,10,3,0,1,18
Anne Arundel,03,33,002-023,OTHER PARTIES,3,0,0,2,4
Anne Arundel,03,33,002-023,REPUBLICAN,442,141,39,13,824
Anne Arundel,03,33,002-023,UNAFFILIATED,266,83,16,13,600
Anne Arundel,03,33,002-024,DEMOCRAT,354,244,32,12,893
Anne Arundel,03,33,002-024,GREEN,2,0,1,0,5
Anne Arundel,03,33,002-024,LIBERTARIAN,5,0,0,0,8
Anne Arundel,03,33,002-024,OTHER PARTIES,1,0,0,0,2
Anne Arundel,03,33,002-024,REPUBLICAN,366,136,25,9,735
Anne Arundel,03,33,002-024,UNAFFILIATED,182,75,18,5,485
Anne Arundel,04,31B,003-001,DEMOCRAT,338,108,16,3,667
Anne Arundel,04,31B,003-001,GREEN,1,0,0,0,1
Anne Arundel,04,31B,003-001,LIBERTARIAN,7,1,0,0,11
Anne Arundel,04,31B,003-001,OTHER PARTIES,3,0,0,0,5
Anne Arundel,04,31B,003-001,REPUBLICAN,536,121,19,7,869
Anne Arundel,04,31B,003-001,UNAFFILIATED,190,39,13,2,413
Anne Arundel,03,31B,003-002,DEMOCRAT,242,65,20,6,524
Anne Arundel,03,31B,003-002,GREEN,1,0,0,0,3
Anne Arundel,03,31B,003-002,LIBERTARIAN,7,1,1,0,10
Anne Arundel,03,31B,003-002,OTHER PARTIES,2,0,0,0,4
Anne Arundel,03,31B,003-002,REPUBLICAN,293,56,15,5,536
Anne Arundel,03,31B,003-002,UNAFFILIATED,140,25,8,9,339
Anne Arundel,04,31B,003-003,DEMOCRAT,508,128,36,21,1017
Anne Arundel,04,31B,003-003,GREEN,2,2,2,0,9
Anne Arundel,04,31B,003-003,LIBERTARIAN,10,3,0,0,24
Anne Arundel,04,31B,003-003,OTHER PARTIES,4,0,0,0,7
Anne Arundel,04,31B,003-003,REPUBLICAN,701,118,23,24,1149
Anne Arundel,04,31B,003-003,UNAFFILIATED,292,51,18,17,663
Anne Arundel,04,31B,003-004,DEMOCRAT,444,137,25,29,950
Anne Arundel,04,31B,003-004,GREEN,5,0,0,0,8
Anne Arundel,04,31B,003-004,LIBERTARIAN,13,3,1,0,23
Anne Arundel,04,31B,003-004,OTHER PARTIES,1,2,0,0,6
Anne Arundel,04,31B,003-004,REPUBLICAN,631,153,22,27,1134
Anne Arundel,04,31B,003-004,UNAFFILIATED,249,51,15,14,584
Anne Arundel,04,31B,003-005,DEMOCRAT,360,218,27,14,861
Anne Arundel,04,31B,003-005,GREEN,0,0,0,0,3
Anne Arundel,04,31B,003-005,LIBERTARIAN,9,2,1,1,21
Anne Arundel,04,31B,003-005,OTHER PARTIES,3,1,1,1,8
Anne Arundel,04,31B,003-005,REPUBLICAN,550,209,30,15,1055
Anne Arundel,04,31B,003-005,UNAFFILIATED,236,62,12,8,532
Anne Arundel,03,31B,003-006,DEMOCRAT,1025,578,83,53,2400
Anne Arundel,03,31B,003-006,GREEN,3,1,0,0,7
Anne Arundel,03,31B,003-006,LIBERTARIAN,24,6,4,0,50
Anne Arundel,03,31B,003-006,OTHER PARTIES,8,0,2,0,17
Anne Arundel,03,31B,003-006,REPUBLICAN,1107,347,64,33,2023
Anne Arundel,03,31B,003-006,UNAFFILIATED,514,178,61,23,1288
Anne Arundel,04,31B,003-007,DEMOCRAT,406,105,17,9,768
Anne Arundel,04,31B,003-007,GREEN,2,0,0,0,4
Anne Arundel,04,31B,003-007,LIBERTARIAN,2,2,1,0,10
Anne Arundel,04,31B,003-007,OTHER PARTIES,2,1,2,0,6
Anne Arundel,04,31B,003-007,REPUBLICAN,521,90,17,15,836
Anne Arundel,04,31B,003-007,UNAFFILIATED,196,57,13,10,473
Anne Arundel,03,31A,003-008,DEMOCRAT,553,216,42,21,1180
Anne Arundel,03,31A,003-008,GREEN,1,0,0,0,5
Anne Arundel,03,31A,003-008,LIBERTARIAN,7,0,0,0,13
Anne Arundel,03,31A,003-008,OTHER PARTIES,2,0,1,0,8
Anne Arundel,03,31A,003-008,REPUBLICAN,380,117,19,9,720
Anne Arundel,03,31A,003-008,UNAFFILIATED,173,49,17,5,507
Anne Arundel,04,31B,003-009,DEMOCRAT,175,72,21,4,359
Anne Arundel,04,31B,003-009,GREEN,0,1,0,0,1
Anne Arundel,04,31B,003-009,LIBERTARIAN,1,1,0,0,7
Anne Arundel,04,31B,003-009,OTHER PARTIES,3,1,0,0,5
Anne Arundel,04,31B,003-009,REPUBLICAN,298,73,12,8,484
Anne Arundel,04,31B,003-009,UNAFFILIATED,95,26,2,6,194
Anne Arundel,04,31B,003-010,DEMOCRAT,329,93,31,5,624
Anne Arundel,04,31B,003-010,GREEN,1,0,0,0,2
Anne Arundel,04,31B,003-010,LIBERTARIAN,5,0,0,0,11
Anne Arundel,04,31B,003-010,OTHER PARTIES,2,0,0,0,6
Anne Arundel,04,31B,003-010,REPUBLICAN,663,153,37,12,1121
Anne Arundel,04,31B,003-010,UNAFFILIATED,229,45,10,5,439
Anne Arundel,03,31B,003-011,DEMOCRAT,369,102,27,9,634
Anne Arundel,03,31B,003-011,GREEN,1,1,0,0,5
Anne Arundel,03,31B,003-011,LIBERTARIAN,8,0,0,0,13
Anne Arundel,03,31B,003-011,OTHER PARTIES,2,0,1,0,3
Anne Arundel,03,31B,003-011,REPUBLICAN,741,155,55,10,1174
Anne Arundel,03,31B,003-011,UNAFFILIATED,215,39,12,5,423
Anne Arundel,03,31B,003-012,DEMOCRAT,338,99,28,9,631
Anne Arundel,03,31B,003-012,GREEN,1,2,0,0,3
Anne Arundel,03,31B,003-012,LIBERTARIAN,8,0,1,0,13
Anne Arundel,03,31B,003-012,OTHER PARTIES,2,2,0,0,9
Anne Arundel,03,31B,003-012,REPUBLICAN,683,152,34,15,1090
Anne Arundel,03,31B,003-012,UNAFFILIATED,205,31,17,5,394
Anne Arundel,04,31B,003-013,DEMOCRAT,274,135,40,9,612
Anne Arundel,04,31B,003-013,GREEN,0,0,0,0,3
Anne Arundel,04,31B,003-013,LIBERTARIAN,7,2,2,0,17
Anne Arundel,04,31B,003-013,OTHER PARTIES,2,0,1,0,3
Anne Arundel,04,31B,003-013,REPUBLICAN,720,177,38,15,1164
Anne Arundel,04,31B,003-013,UNAFFILIATED,200,53,12,8,433
Anne Arundel,03,31B,003-014,DEMOCRAT,280,56,12,1,606
Anne Arundel,03,31B,003-014,GREEN,2,0,0,0,5
Anne Arundel,03,31B,003-014,LIBERTARIAN,6,0,0,0,9
Anne Arundel,03,31B,003-014,OTHER PARTIES,2,0,0,0,3
Anne Arundel,03,31B,003-014,REPUBLICAN,420,37,20,1,684
Anne Arundel,03,31B,003-014,UNAFFILIATED,130,17,7,0,326
Anne Arundel,03,31B,003-015,DEMOCRAT,226,65,28,13,428
Anne Arundel,03,31B,003-015,GREEN,2,0,0,0,4
Anne Arundel,03,31B,003-015,LIBERTARIAN,2,1,0,0,6
Anne Arundel,03,31B,003-015,OTHER PARTIES,0,0,0,0,3
Anne Arundel,03,31B,003-015,REPUBLICAN,505,97,37,20,801
Anne Arundel,03,31B,003-015,UNAFFILIATED,132,27,14,7,258
Anne Arundel,04,31B,003-016,DEMOCRAT,335,127,23,6,724
Anne Arundel,04,31B,003-016,GREEN,3,1,0,0,8
Anne Arundel,04,31B,003-016,LIBERTARIAN,15,0,1,0,21
Anne Arundel,04,31B,003-016,OTHER PARTIES,1,0,0,0,2
Anne Arundel,04,31B,003-016,REPUBLICAN,518,110,12,11,878
Anne Arundel,04,31B,003-016,UNAFFILIATED,220,57,12,9,495
Anne Arundel,04,31B,003-017,DEMOCRAT,315,98,18,10,637
Anne Arundel,04,31B,003-017,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-017,LIBERTARIAN,5,0,0,0,9
Anne Arundel,04,31B,003-017,OTHER PARTIES,2,0,0,0,4
Anne Arundel,04,31B,003-017,REPUBLICAN,598,157,25,16,986
Anne Arundel,04,31B,003-017,UNAFFILIATED,155,52,15,6,380
Anne Arundel,04,31B,003-018,DEMOCRAT,356,125,27,17,793
Anne Arundel,04,31B,003-018,GREEN,1,3,1,0,7
Anne Arundel,04,31B,003-018,LIBERTARIAN,7,1,0,0,19
Anne Arundel,04,31B,003-018,OTHER PARTIES,1,1,1,0,6
Anne Arundel,04,31B,003-018,REPUBLICAN,701,179,37,12,1243
Anne Arundel,04,31B,003-018,UNAFFILIATED,180,44,18,6,454
Anne Arundel,03,31B,003-019,DEMOCRAT,291,68,25,7,559
Anne Arundel,03,31B,003-019,GREEN,0,0,0,0,3
Anne Arundel,03,31B,003-019,LIBERTARIAN,3,3,1,0,9
Anne Arundel,03,31B,003-019,OTHER PARTIES,2,0,1,0,5
Anne Arundel,03,31B,003-019,REPUBLICAN,593,156,28,15,983
Anne Arundel,03,31B,003-019,UNAFFILIATED,179,45,9,4,376
Anne Arundel,03,31B,003-020,DEMOCRAT,294,76,13,6,544
Anne Arundel,03,31B,003-020,GREEN,1,0,0,0,4
Anne Arundel,03,31B,003-020,LIBERTARIAN,3,0,0,0,6
Anne Arundel,03,31B,003-020,OTHER PARTIES,2,0,1,0,4
Anne Arundel,03,31B,003-020,REPUBLICAN,494,106,16,21,762
Anne Arundel,03,31B,003-020,UNAFFILIATED,150,29,6,6,308
Anne Arundel,04,31B,003-021,DEMOCRAT,400,161,19,5,867
Anne Arundel,04,31B,003-021,GREEN,0,0,0,1,2
Anne Arundel,04,31B,003-021,LIBERTARIAN,8,3,0,2,21
Anne Arundel,04,31B,003-021,OTHER PARTIES,2,0,1,0,7
Anne Arundel,04,31B,003-021,REPUBLICAN,551,167,14,17,1003
Anne Arundel,04,31B,003-021,UNAFFILIATED,250,70,8,12,587
Anne Arundel,04,31B,003-022,DEMOCRAT,306,140,23,8,667
Anne Arundel,04,31B,003-022,GREEN,1,0,0,0,2
Anne Arundel,04,31B,003-022,LIBERTARIAN,3,0,0,0,4
Anne Arundel,04,31B,003-022,OTHER PARTIES,3,0,1,0,5
Anne Arundel,04,31B,003-022,REPUBLICAN,454,124,23,11,728
Anne Arundel,04,31B,003-022,UNAFFILIATED,150,52,10,6,355
Anne Arundel,04,31B,003-023,DEMOCRAT,327,98,21,8,594
Anne Arundel,04,31B,003-023,GREEN,1,0,0,0,1
Anne Arundel,04,31B,003-023,LIBERTARIAN,8,1,0,0,15
Anne Arundel,04,31B,003-023,OTHER PARTIES,0,0,0,0,3
Anne Arundel,04,31B,003-023,REPUBLICAN,428,121,22,12,754
Anne Arundel,04,31B,003-023,UNAFFILIATED,145,37,3,5,290
Anne Arundel,03,31B,003-024,DEMOCRAT,467,118,34,14,876
Anne Arundel,03,31B,003-024,GREEN,0,0,2,0,3
Anne Arundel,03,31B,003-024,LIBERTARIAN,12,0,1,1,18
Anne Arundel,03,31B,003-024,OTHER PARTIES,1,0,1,0,4
Anne Arundel,03,31B,003-024,REPUBLICAN,550,89,22,15,895
Anne Arundel,03,31B,003-024,UNAFFILIATED,239,46,20,15,531
Anne Arundel,03,31A,003-025,DEMOCRAT,414,212,18,26,1006
Anne Arundel,03,31A,003-025,GREEN,0,1,0,0,4
Anne Arundel,03,31A,003-025,LIBERTARIAN,8,1,0,1,12
Anne Arundel,03,31A,003-025,OTHER PARTIES,2,0,0,0,3
Anne Arundel,03,31A,003-025,REPUBLICAN,238,110,9,16,508
Anne Arundel,03,31A,003-025,UNAFFILIATED,154,45,5,13,368
Anne Arundel,03,32,004-001,DEMOCRAT,582,198,43,25,1217
Anne Arundel,03,32,004-001,GREEN,1,0,0,0,2
Anne Arundel,03,32,004-001,LIBERTARIAN,6,1,0,0,15
Anne Arundel,03,32,004-001,OTHER PARTIES,1,0,0,0,4
Anne Arundel,03,32,004-001,REPUBLICAN,180,38,17,4,352
Anne Arundel,03,32,004-001,UNAFFILIATED,158,36,11,2,386
Anne Arundel,03,21,004-002,DEMOCRAT,463,335,44,22,1147
Anne Arundel,03,21,004-002,GREEN,3,0,0,0,5
Anne Arundel,03,21,004-002,LIBERTARIAN,9,6,1,1,26
Anne Arundel,03,21,004-002,OTHER PARTIES,1,1,2,1,10
Anne Arundel,03,21,004-002,REPUBLICAN,370,158,26,11,770
Anne Arundel,03,21,004-002,UNAFFILIATED,259,101,15,16,582
Anne Arundel,04,21,004-003,DEMOCRAT,282,169,28,6,629
Anne Arundel,04,21,004-003,GREEN,2,0,1,0,4
Anne Arundel,04,21,004-003,LIBERTARIAN,3,1,2,0,11
Anne Arundel,04,21,004-003,OTHER PARTIES,1,2,0,0,4
Anne Arundel,04,21,004-003,REPUBLICAN,402,137,31,4,729
Anne Arundel,04,21,004-003,UNAFFILIATED,187,80,19,3,420
Anne Arundel,04,33,004-004,DEMOCRAT,328,180,52,11,715
Anne Arundel,04,33,004-004,GREEN,0,0,0,0,1
Anne Arundel,04,33,004-004,LIBERTARIAN,8,2,1,0,17
Anne Arundel,04,33,004-004,OTHER PARTIES,2,0,1,0,3
Anne Arundel,04,33,004-004,REPUBLICAN,574,166,42,12,979
Anne Arundel,04,33,004-004,UNAFFILIATED,197,54,15,8,388
Anne Arundel,03,21,004-005,DEMOCRAT,266,163,31,24,581
Anne Arundel,03,21,004-005,GREEN,0,0,1,0,1
Anne Arundel,03,21,004-005,LIBERTARIAN,2,1,1,2,8
Anne Arundel,03,21,004-005,OTHER PARTIES,1,0,1,1,2
Anne Arundel,03,21,004-005,REPUBLICAN,225,90,14,16,444
Anne Arundel,03,21,004-005,UNAFFILIATED,125,75,23,19,337
Anne Arundel,03,32,004-006,DEMOCRAT,863,522,83,54,1982
Anne Arundel,03,32,004-006,GREEN,3,0,0,1,6
Anne Arundel,03,32,004-006,LIBERTARIAN,9,4,1,0,20
Anne Arundel,03,32,004-006,OTHER PARTIES,1,1,0,0,7
Anne Arundel,03,32,004-006,REPUBLICAN,107,46,24,9,253
Anne Arundel,03,32,004-006,UNAFFILIATED,201,88,19,6,482
Anne Arundel,02,32,004-007,DEMOCRAT,512,373,96,73,1457
Anne Arundel,02,32,004-007,GREEN,0,0,1,0,3
Anne Arundel,02,32,004-007,LIBERTARIAN,9,2,3,5,30
Anne Arundel,02,32,004-007,OTHER PARTIES,3,1,2,2,12
Anne Arundel,02,32,004-007,REPUBLICAN,218,68,45,38,581
Anne Arundel,02,32,004-007,UNAFFILIATED,205,86,48,30,631
Anne Arundel,04,21,004-008,DEMOCRAT,333,189,44,17,774
Anne Arundel,04,21,004-008,GREEN,3,0,0,1,7
Anne Arundel,04,21,004-008,LIBERTARIAN,5,0,0,0,8
Anne Arundel,04,21,004-008,OTHER PARTIES,1,0,1,0,3
Anne Arundel,04,21,004-008,REPUBLICAN,392,154,49,11,774
Anne Arundel,04,21,004-008,UNAFFILIATED,193,64,19,2,435
Anne Arundel,02,32,004-009,DEMOCRAT,857,473,94,74,1853
Anne Arundel,02,32,004-009,GREEN,2,1,1,0,6
Anne Arundel,02,32,004-009,LIBERTARIAN,5,0,1,0,11
Anne Arundel,02,32,004-009,OTHER PARTIES,1,1,3,0,6
Anne Arundel,02,32,004-009,REPUBLICAN,186,71,34,7,405
Anne Arundel,02,32,004-009,UNAFFILIATED,254,109,32,12,588
Anne Arundel,05,33,004-010,DEMOCRAT,38,56,9,26,125
Anne Arundel,05,33,004-010,GREEN,1,0,0,0,1
Anne Arundel,05,33,004-010,LIBERTARIAN,0,1,0,0,2
Anne Arundel,05,33,004-010,OTHER PARTIES,0,1,0,0,1
Anne Arundel,05,33,004-010,REPUBLICAN,51,47,5,12,123
Anne Arundel,05,33,004-010,UNAFFILIATED,20,21,2,16,64
Anne Arundel,03,21,004-011,DEMOCRAT,381,202,25,12,892
Anne Arundel,03,21,004-011,GREEN,3,0,0,0,5
Anne Arundel,03,21,004-011,LIBERTARIAN,4,3,1,0,9
Anne Arundel,03,21,004-011,OTHER PARTIES,1,0,0,0,3
Anne Arundel,03,21,004-011,REPUBLICAN,228,94,18,6,465
Anne Arundel,03,21,004-011,UNAFFILIATED,147,62,18,5,429
Anne Arundel,03,21,004-012,DEMOCRAT,279,252,38,65,805
Anne Arundel,03,21,004-012,GREEN,2,0,0,1,6
Anne Arundel,03,21,004-012,LIBERTARIAN,4,2,2,3,14
Anne Arundel,03,21,004-012,OTHER PARTIES,1,1,0,0,5
Anne Arundel,03,21,004-012,REPUBLICAN,263,160,26,28,626
Anne Arundel,03,21,004-012,UNAFFILIATED,180,80,17,21,468
Anne Arundel,04,33,004-013,DEMOCRAT,237,117,21,10,546
Anne Arundel,04,33,004-013,GREEN,4,1,0,0,6
Anne Arundel,04,33,004-013,LIBERTARIAN,4,2,0,0,7
Anne Arundel,04,33,004-013,OTHER PARTIES,3,0,1,0,4
Anne Arundel,04,33,004-013,REPUBLICAN,403,176,32,11,822
Anne Arundel,04,33,004-013,UNAFFILIATED,139,56,19,4,360
Anne Arundel,04,33,004-014,DEMOCRAT,303,170,48,11,679
Anne Arundel,04,33,004-014,GREEN,0,2,0,0,3
Anne Arundel,04,33,004-014,LIBERTARIAN,8,3,1,0,15
Anne Arundel,04,33,004-014,OTHER PARTIES,2,0,2,0,6
Anne Arundel,04,33,004-014,REPUBLICAN,413,169,40,12,832
Anne Arundel,04,33,004-014,UNAFFILIATED,170,61,23,7,419
Anne Arundel,04,33,004-015,DEMOCRAT,445,215,53,10,941
Anne Arundel,04,33,004-015,GREEN,0,0,0,0,7
Anne Arundel,04,33,004-015,LIBERTARIAN,9,0,1,1,19
Anne Arundel,04,33,004-015,OTHER PARTIES,3,0,1,0,5
Anne Arundel,04,33,004-015,REPUBLICAN,658,134,40,17,1097
Anne Arundel,04,33,004-015,UNAFFILIATED,279,71,32,9,587
Anne Arundel,03,21,004-016,DEMOCRAT,384,226,46,13,851
Anne Arundel,03,21,004-016,GREEN,1,2,0,0,3
Anne Arundel,03,21,004-016,LIBERTARIAN,7,1,1,0,19
Anne Arundel,03,21,004-016,OTHER PARTIES,2,0,0,0,4
Anne Arundel,03,21,004-016,REPUBLICAN,286,107,21,7,573
Anne Arundel,03,21,004-016,UNAFFILIATED,197,74,40,5,500
Anne Arundel,03,32,004-017,DEMOCRAT,584,148,30,37,1166
Anne Arundel,03,32,004-017,GREEN,0,0,0,0,6
Anne Arundel,03,32,004-017,LIBERTARIAN,8,2,0,0,18
Anne Arundel,03,32,004-017,OTHER PARTIES,4,1,1,0,11
Anne Arundel,03,32,004-017,REPUBLICAN,194,27,7,6,367
Anne Arundel,03,32,004-017,UNAFFILIATED,175,39,14,8,419
Anne Arundel,04,33,004-018,DEMOCRAT,287,258,44,16,814
Anne Arundel,04,33,004-018,GREEN,2,1,0,0,5
Anne Arundel,04,33,004-018,LIBERTARIAN,7,2,0,1,12
Anne Arundel,04,33,004-018,OTHER PARTIES,1,1,0,2,5
Anne Arundel,04,33,004-018,REPUBLICAN,264,170,32,8,621
Anne Arundel,04,33,004-018,UNAFFILIATED,150,59,27,7,379
Anne Arundel,02,32,004-019,DEMOCRAT,502,431,39,40,1264
Anne Arundel,02,32,004-019,GREEN,2,0,0,1,3
Anne Arundel,02,32,004-019,LIBERTARIAN,4,0,0,0,10
Anne Arundel,02,32,004-019,OTHER PARTIES,2,2,0,0,5
Anne Arundel,02,32,004-019,REPUBLICAN,96,44,11,1,217
Anne Arundel,02,32,004-019,UNAFFILIATED,164,79,20,12,425
Anne Arundel,03,21,004-020,DEMOCRAT,344,313,47,15,870
Anne Arundel,03,21,004-020,GREEN,1,1,0,0,3
Anne Arundel,03,21,004-020,LIBERTARIAN,3,1,2,0,10
Anne Arundel,03,21,004-020,OTHER PARTIES,0,1,5,0,10
Anne Arundel,03,21,004-020,REPUBLICAN,289,174,34,10,659
Anne Arundel,03,21,004-020,UNAFFILIATED,177,80,29,9,432
Anne Arundel,04,33,004-021,DEMOCRAT,501,285,51,28,1112
